symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
ETHBTC,-0.00081000,-1.446,0.05569906,0.05603000,0.05521000,0.02180000,0.05520000,47.01830000,0.05521000,0.63620000,0.05602000,0.05641000,0.05499000,26630.32160000,1483.28393331,1697476610503,1697563010503,423986208,424025542,39335
LTCBTC,-0.00008000,-3.537,0.00222205,0.00226100,0.00218200,17.28400000,0.00218200,65.15200000,0.00218300,74.43100000,0.00226200,0.00226400,0.00217500,31620.29700000,70.26200718,1697476604172,1697563004172,93800020,93808590,8571
BNBBTC,-0.00013100,-1.730,0.00749384,0.00757100,0.00744100,4.42300000,0.00744100,12.30700000,0.00744200,10.89900000,0.00757200,0.00758800,0.00739700,23962.73300000,179.57294064,1697476610060,1697563010060,227820716,227851689,30974
NEOBTC,-0.00000800,-3.217,0.00024643,0.00024880,0.00024070,255.08000000,0.00024070,206.99000000,0.00024080,1.85000000,0.00024870,0.00024940,0.00024040,28144.57000000,6.93556593,1697476598498,1697562998498,45559681,45560801,1121
QTUMETH,0.00000500,0.361,0.00138810,0.00138000,0.00139000,29.90000000,0.00139000,45.70000000,0.00139400,17.90000000,0.00138500,0.00140700,0.00136300,5120.00000000,7.10707430,1697476608683,1697563008683,5403910,5403985,76
EOSETH,-0.00000800,-2.273,0.00034709,0.00035120,0.00034400,13.10000000,0.00034370,275.20000000,0.00034440,758.10000000,0.00035200,0.00035250,0.00034080,13570.10000000,4.70999728,1697476608763,1697563008763,23502744,23502866,123
SNTETH,0.00000064,4.051,0.00001661,0.00001602,0.00001644,370.00000000,0.00001655,3842.00000000,0.00001665,11807.00000000,0.00001580,0.00001727,0.00001567,2100393.00000000,34.88426068,1697476554827,1697562954827,3917911,3918388,478
BNTETH,0.00000590,1.632,0.00037262,0.00036030,0.00036740,558.60000000,0.00036820,54.30000000,0.00036860,207.30000000,0.00036150,0.00039220,0.00035690,69882.70000000,26.03966169,1697476610475,1697563010475,2251398,2252225,828
BCCBTC,0.00000000,0.000,0.00000000,0.07908100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
GASBTC,-0.00000070,-0.850,0.00008204,0.00008250,0.00008170,32.00000000,0.00008160,46.10000000,0.00008180,4.70000000,0.00008240,0.00008330,0.00008110,6948.10000000,0.57000075,1697476587772,1697562987772,20854670,20855303,634
BNBETH,-0.00030000,-0.222,0.13776202,0.13500000,0.13480000,0.30400000,0.13470000,43.69500000,0.13480000,6.74100000,0.13510000,0.15400000,0.13350000,19739.95800000,2719.41643750,1697476610102,1697563010102,56490842,56503908,13067
BTCUSDT,253.59000000,0.899,28396.98981844,28193.82000000,28447.41000000,0.00043000,28447.41000000,5.40274000,28447.42000000,9.89379000,28193.82000000,28808.51000000,28069.32000000,45755.54447000,1299319730.45162790,1697476610492,1697563010492,3241778038,3243268894,1490857
ETHUSDT,-9.46000000,-0.599,1584.66714943,1580.04000000,1570.58000000,0.06150000,1570.58000000,106.74730000,1570.59000000,4.08610000,1580.04000000,1604.85000000,1565.00000000,252758.82100000,400538600.36855300,1697476610401,1697563010401,1210802161,1211309879,507719
HSRBTC,0.00000000,0.000,0.00000000,0.00041400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
OAXETH,0.00000000,0.000,0.00000000,0.00017780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
DNTETH,0.00000000,0.000,0.00000000,0.00002801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MCOETH,0.00000000,0.000,0.00000000,0.00577200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ICNETH,0.00000000,0.000,0.00000000,0.00166300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MCOBTC,0.00000000,0.000,0.00000000,0.00021140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
WTCBTC,-0.00000020,-3.766,0.00000524,0.00000531,0.00000511,28.00000000,0.00000511,5940.00000000,0.00000514,26.00000000,0.00000531,0.00000533,0.00000510,127284.00000000,0.66695462,1697476599992,1697562999992,20245470,20245637,168
WTCETH,0.00000000,0.000,0.00000000,0.00023700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
LRCBTC,-0.00000021,-3.494,0.00000587,0.00000601,0.00000580,1227.00000000,0.00000580,17957.00000000,0.00000581,4249.00000000,0.00000601,0.00000604,0.00000579,327651.00000000,1.92464099,1697476606447,1697563006447,22127494,22127900,407
LRCETH,-0.00000202,-1.881,0.00010534,0.00010708,0.00010537,44.00000000,0.00010515,4520.00000000,0.00010536,2644.00000000,0.00010739,0.00010739,0.00010395,458536.00000000,48.30162523,1697476596463,1697562996463,4720159,4720315,157
QTUMBTC,-0.00000100,-1.287,0.00007757,0.00007750,0.00007670,160.50000000,0.00007670,1051.30000000,0.00007690,171.90000000,0.00007770,0.00007880,0.00007620,6506.20000000,0.50471081,1697476606297,1697563006297,24089623,24089894,272
YOYOBTC,0.00000000,0.000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
OMGBTC,0.00000000,0.000,0.00000000,0.00003080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
OMGETH,0.00000000,0.000,0.00000000,0.00079100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ZRXBTC,0.00000064,7.674,0.00000905,0.00000834,0.00000898,755.00000000,0.00000901,4235.00000000,0.00000903,3071.00000000,0.00000834,0.00000960,0.00000824,2407919.00000000,21.79219830,1697476595016,1697562995016,25438138,25442574,4437
ZRXETH,0.00000000,0.000,0.00000000,0.00009940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
STRATBTC,0.00000000,0.000,0.00000000,0.00003085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
STRATETH,0.00000000,0.000,0.00000000,0.00105300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SNGLSBTC,0.00000000,0.000,0.00000000,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SNGLSETH,0.00000000,0.000,0.00000000,0.00005306,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BQXBTC,0.00000000,0.000,0.00000000,0.00008703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BQXETH,0.00000000,0.000,0.00000000,0.00126350,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
KNCBTC,0.00000057,2.441,0.00002349,0.00002342,0.00002392,6.00000000,0.00002392,3105.90000000,0.00002400,241.00000000,0.00002335,0.00002405,0.00002320,93621.40000000,2.19943634,1697476607812,1697563007812,20286205,20287091,887
KNCETH,0.00000000,0.000,0.00000000,0.00039410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
FUNBTC,0.00000000,0.000,0.00000000,0.00000029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
FUNETH,0.00000007,2.682,0.00000264,0.00000263,0.00000268,125811.00000000,0.00000266,145059.00000000,0.00000268,289187.00000000,0.00000261,0.00000270,0.00000258,1163853.00000000,3.07693643,1697476604201,1697563004201,3204938,3205005,68
SNMBTC,-0.00000069,-54.762,0.00000098,0.00000127,0.00000057,46703.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000126,0.00000147,0.00000055,26662465.00000000,26.13502488,1692586803266,1692673203266,14644423,14651718,7296
SNMETH,0.00000000,0.000,0.00000000,0.00004986,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
NEOETH,-0.00008100,-1.824,0.00438437,0.00443500,0.00436100,1.44000000,0.00436100,2.80000000,0.00436800,2.50000000,0.00444200,0.00445700,0.00431500,1965.95000000,8.61944527,1697476590458,1697562990458,11354129,11354489,361
IOTABTC,-0.00000005,-0.962,0.00000543,0.00000521,0.00000515,531.00000000,0.00000514,5563.00000000,0.00000515,8225.00000000,0.00000520,0.00000568,0.00000506,2468114.00000000,13.39575173,1697476601946,1697563001946,34361616,34363917,2302
IOTAETH,-0.00000050,-0.538,0.00009692,0.00009300,0.00009250,49.00000000,0.00009300,683.00000000,0.00009330,6000.00000000,0.00009300,0.00010120,0.00009110,464972.00000000,45.06723400,1697476504566,1697562904566,7783211,7783694,484
LINKBTC,-0.00000640,-2.414,0.00026279,0.00026520,0.00025870,33.98000000,0.00025870,140.75000000,0.00025880,28.95000000,0.00026510,0.00026560,0.00025750,218143.68000000,57.32501577,1697476607074,1697563007074,89932778,89939951,7174
LINKETH,-0.00004500,-0.951,0.00470688,0.00473200,0.00468800,9.35000000,0.00468500,121.58000000,0.00469000,101.64000000,0.00473300,0.00474700,0.00464400,24268.53000000,114.22903533,1697476608253,1697563008253,20391691,20393248,1558
XVGBTC,0.00000000,0.000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
XVGETH,-0.00000003,-1.422,0.00000209,0.00000211,0.00000208,5598.00000000,0.00000208,394841.00000000,0.00000210,170340.00000000,0.00000211,0.00000212,0.00000206,1581800.00000000,3.31089040,1697476606421,1697563006421,11231943,11232046,104
SALTBTC,0.00000000,0.000,0.00000000,0.00004250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SALTETH,0.00000000,0.000,0.00000000,0.00113800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MDABTC,0.00000000,0.000,0.00000000,0.00000382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MDAETH,0.00000000,0.000,0.00000000,0.00181150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MTLBTC,-0.00000133,-2.933,0.00004474,0.00004537,0.00004402,22.80000000,0.00004397,62.00000000,0.00004410,259.60000000,0.00004535,0.00004557,0.00004312,13689.60000000,0.61252070,1697476601745,1697563001745,20583684,20584031,348
MTLETH,-0.00000210,-0.306,0.00067987,0.00068740,0.00068340,45.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00068550,0.00069230,0.00065730,4696.30000000,3.19288504,1693454410058,1693540810058,3097721,3097755,35
SUBBTC,0.00000000,0.000,0.00000000,0.00000457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SUBETH,0.00000000,0.000,0.00000000,0.00012334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
EOSBTC,-0.00000072,-3.657,0.00001938,0.00001972,0.00001897,955.80000000,0.00001897,5906.20000000,0.00001899,826.60000000,0.00001969,0.00001972,0.00001890,521702.60000000,10.11038681,1697476609396,1697563009396,74823510,74825463,1954
SNTBTC,0.00000002,2.222,0.00000092,0.00000089,0.00000092,32604.00000000,0.00000091,201273.00000000,0.00000092,180248.00000000,0.00000090,0.00000098,0.00000087,6327976.00000000,5.84046774,1697476590867,1697562990867,12659133,12660626,1494
ETCETH,-0.00012000,-1.245,0.00953109,0.00963000,0.00952000,5.24000000,0.00949000,57.45000000,0.00952000,75.61000000,0.00964000,0.00965000,0.00944000,1322.38000000,12.60372550,1697476604852,1697563004852,8671129,8671397,269
ETCBTC,-0.00001600,-2.963,0.00053369,0.00053900,0.00052400,77.72000000,0.00052400,654.15000000,0.00052500,558.62000000,0.00054000,0.00054100,0.00052300,16835.37000000,8.98480681,1697476605497,1697563005497,43905593,43907276,1684
MTHBTC,0.00000000,0.000,0.00000000,0.00000023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MTHETH,0.00000000,0.000,0.00000000,0.00004135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ENGBTC,0.00000000,0.000,0.00000000,0.00006200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ENGETH,0.00000000,0.000,0.00000000,0.00186480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
DNTBTC,0.00000000,0.000,0.00000000,0.00000186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ZECBTC,-0.00003700,-4.093,0.00089099,0.00090400,0.00086700,0.58100000,0.00086700,119.17100000,0.00087000,104.88000000,0.00090400,0.00090600,0.00086600,5136.52300000,4.57660379,1697476609528,1697563009528,28079570,28080130,561
ZECETH,-0.00038000,-2.356,0.01584982,0.01612000,0.01575000,0.38100000,0.01571000,38.61400000,0.01578000,2.43500000,0.01613000,0.01616000,0.01570000,258.81300000,4.10214000,1697476580028,1697562980028,3583548,3583647,100
BNTBTC,0.00000007,0.347,0.00002101,0.00002021,0.00002027,681.10000000,0.00002032,1174.90000000,0.00002035,1495.10000000,0.00002020,0.00002209,0.00001994,577062.70000000,12.12687277,1697476610229,1697563010229,8394048,8397785,3738
ASTBTC,0.00000008,2.614,0.00000312,0.00000305,0.00000314,20760.00000000,0.00000315,300.00000000,0.00000317,3371.00000000,0.00000306,0.00000323,0.00000298,1486574.00000000,4.63243747,1697476600810,1697563000810,17602613,17604864,2252
ASTETH,0.00000000,0.000,0.00000000,0.00006960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
DASHBTC,-0.00003500,-3.825,0.00090217,0.00091700,0.00088000,11.48100000,0.00087900,113.60000000,0.00088100,32.92100000,0.00091500,0.00091600,0.00087600,9565.75300000,8.62989543,1697476609932,1697563009932,27682849,27684435,1587
DASHETH,-0.00046000,-2.813,0.01599925,0.01622000,0.01589000,1.88000000,0.01594000,1.06500000,0.01597000,20.54300000,0.01635000,0.01635000,0.01577000,107.33100000,1.71721505,1697476603152,1697563003152,3896075,3896202,128
OAXBTC,0.00000112,20.779,0.00000621,0.00000541,0.00000651,1713.00000000,0.00000651,488.00000000,0.00000654,180.00000000,0.00000539,0.00000691,0.00000532,3665174.00000000,22.75646554,1697476610396,1697563010396,16029986,16039341,9356
ICNBTC,0.00000000,0.000,0.00000000,0.00005742,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BTGBTC,0.00000000,0.000,0.00000000,0.00091300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BTGETH,0.00000000,0.000,0.00000000,0.05274500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
EVXBTC,0.00000000,0.000,0.00000000,0.00000274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
EVXETH,0.00000000,0.000,0.00000000,0.00062490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
REQBTC,-0.00000014,-5.490,0.00000249,0.00000256,0.00000241,637.00000000,0.00000240,14523.00000000,0.00000241,16290.00000000,0.00000255,0.00000258,0.00000239,2236825.00000000,5.57664990,1697476604110,1697563004110,13907309,13908466,1158
REQETH,0.00000000,0.000,0.00000000,0.00004995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
VIBBTC,0.00000148,93.671,0.00000253,0.00000159,0.00000306,233.00000000,0.00000305,17322.00000000,0.00000306,19183.00000000,0.00000158,0.00000342,0.00000157,35194724.00000000,88.91249060,1697476610407,1697563010407,12479015,12504550,25536
VIBETH,0.00000000,0.000,0.00000000,0.00003450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
HSRETH,0.00000000,0.000,0.00000000,0.01247400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
TRXBTC,-0.00000004,-1.278,0.00000312,0.00000314,0.00000309,18856.00000000,0.00000309,58661.00000000,0.00000310,1771464.00000000,0.00000313,0.00000316,0.00000307,20648549.00000000,64.35801207,1697476610511,1697563010511,69948106,69954542,6437
TRXETH,0.00000010,0.179,0.00005579,0.00005591,0.00005601,567.00000000,0.00005600,3522.00000000,0.00005601,4806.00000000,0.00005591,0.00005614,0.00005543,6889348.00000000,384.37366869,1697476604739,1697563004739,36511857,36515714,3858
POWRBTC,-0.00000013,-2.080,0.00000622,0.00000625,0.00000612,144.00000000,0.00000609,1152.00000000,0.00000613,996.00000000,0.00000625,0.00000635,0.00000605,620078.00000000,3.85874242,1697476609197,1697563009197,16832872,16833351,480
POWRETH,0.00000010,0.091,0.00011078,0.00011080,0.00011050,53.00000000,0.00011050,571.00000000,0.00011090,434.00000000,0.00011040,0.00011310,0.00010870,94455.00000000,10.46325970,1697476511069,1697562911069,3151357,3151541,185
ARKBTC,0.00000000,0.000,0.00000000,0.00001679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ARKETH,0.00000000,0.000,0.00000000,0.00104600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
YOYOETH,0.00000000,0.000,0.00000000,0.00005828,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
XRPBTC,-0.00000026,-1.488,0.00001737,0.00001747,0.00001721,546.00000000,0.00001721,75799.00000000,0.00001722,13146.00000000,0.00001747,0.00001753,0.00001713,11166799.00000000,193.92064150,1697476609377,1697563009377,156366315,156377469,11155
XRPETH,-0.00000020,-0.064,0.00031072,0.00031190,0.00031180,467.00000000,0.00031180,450.00000000,0.00031190,31.00000000,0.00031200,0.00031320,0.00030770,1755277.00000000,545.39561880,1697476607465,1697563007465,29848462,29851423,2962
MODBTC,0.00000000,0.000,0.00000000,0.00004280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MODETH,0.00000000,0.000,0.00000000,0.00116700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ENJBTC,-0.00000006,-0.787,0.00000766,0.00000762,0.00000756,13.50000000,0.00000757,1211.60000000,0.00000759,5859.10000000,0.00000762,0.00000777,0.00000751,312946.20000000,2.39748183,1697476605797,1697563005797,40343161,40344666,1506
ENJETH,0.00000090,0.659,0.00013721,0.00013660,0.00013740,142.50000000,0.00013710,2774.30000000,0.00013800,2373.90000000,0.00013650,0.00013840,0.00013530,36068.00000000,4.94886675,1697476608753,1697563008753,7776398,7776474,77
STORJBTC,-0.00000070,-4.933,0.00001356,0.00001419,0.00001349,325.00000000,0.00001344,3705.00000000,0.00001347,1488.00000000,0.00001419,0.00001422,0.00001290,193741.00000000,2.62769777,1697476605570,1697563005570,13765822,13766753,932
STORJETH,0.00000000,0.000,0.00000000,0.00029910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BNBUSDT,-1.70000000,-0.797,212.82060580,213.50000000,211.70000000,180.54000000,211.60000000,736.39100000,211.70000000,98.15500000,213.40000000,215.40000000,209.00000000,412295.05800000,87744884.01370000,1697476609907,1697563009907,674870906,675018395,147490
VENBNB,0.00000000,0.000,0.00000000,0.14920000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
YOYOBNB,0.00000000,0.000,0.00000000,0.00059800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
POWRBNB,0.00000000,0.000,0.00000000,0.00385000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
VENBTC,0.00000000,0.000,0.00000000,0.00013928,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
VENETH,0.00000000,0.000,0.00000000,0.00325194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
KMDBTC,-0.00000015,-1.956,0.00000770,0.00000768,0.00000752,150.00000000,0.00000755,464.00000000,0.00000764,911.00000000,0.00000767,0.00000798,0.00000747,220063.00000000,1.69476475,1697476596444,1697562996444,14317254,14317800,547
KMDETH,0.00000000,0.000,0.00000000,0.00020970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
NULSBNB,0.00000000,0.000,0.00000000,0.01257000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
RCNBTC,0.00000000,0.000,0.00000000,0.00000074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
RCNETH,0.00000000,0.000,0.00000000,0.00037604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
RCNBNB,0.00000000,0.000,0.00000000,0.00347300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
NULSBTC,-0.00000007,-1.115,0.00000648,0.00000630,0.00000621,449.00000000,0.00000622,564.00000000,0.00000626,358.00000000,0.00000628,0.00000677,0.00000617,228666.00000000,1.48184828,1697476589244,1697562989244,14867105,14867665,561
NULSETH,0.00000000,0.000,0.00000000,0.00051926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
RDNBTC,0.00000000,0.000,0.00000000,0.00000447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
RDNETH,0.00000000,0.000,0.00000000,0.00071530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
RDNBNB,0.00000000,0.000,0.00000000,0.00623000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
XMRBTC,-0.00008800,-1.630,0.00533947,0.00539600,0.00531000,25.83100000,0.00531000,1.94800000,0.00531200,6.63000000,0.00539800,0.00541900,0.00528700,16587.63600000,88.56924255,1697476609960,1697563009960,48770667,48780283,9617
XMRETH,-0.00018000,-0.187,0.09556622,0.09630000,0.09618000,0.08200000,0.09609000,3.31000000,0.09621000,1.27700000,0.09636000,0.09676000,0.09493000,930.28700000,88.90400766,1697476610180,1697563010180,6249036,6249831,796
DLTBNB,0.00000000,0.000,0.00000000,0.00240000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
